label,goes_class
AIA.m2010.12.01_12.00.00.png,0
AIA.m2010.12.02_00.00.00.png,0
AIA.m2010.12.03_00.00.00.png,0
AIA.m2010.12.03_12.00.00.png,0
AIA.m2010.12.04_00.00.00.png,0
AIA.m2010.12.04_12.00.00.png,0
AIA.m2010.12.05_00.00.00.png,0
AIA.m2010.12.05_12.00.00.png,0
AIA.m2010.12.06_00.00.00.png,0
AIA.m2010.12.06_12.00.00.png,0
AIA.m2010.12.07_00.00.00.png,0
AIA.m2010.12.07_12.00.00.png,0
AIA.m2010.12.08_00.00.00.png,0
AIA.m2010.12.08_12.00.00.png,0
AIA.m2010.12.09_00.00.00.png,0
AIA.m2010.12.09_12.00.00.png,0
AIA.m2010.12.10_00.00.00.png,0
AIA.m2010.12.10_12.00.00.png,0
AIA.m2010.12.11_00.00.00.png,0
AIA.m2010.12.11_12.00.00.png,0
AIA.m2010.12.12_00.00.00.png,0
AIA.m2010.12.12_12.00.00.png,0
AIA.m2010.12.13_00.00.00.png,0
AIA.m2010.12.13_12.00.00.png,0
AIA.m2010.12.14_00.00.00.png,1
AIA.m2010.12.14_12.00.00.png,1
AIA.m2010.12.15_00.00.00.png,1
AIA.m2010.12.15_12.00.00.png,0
AIA.m2010.12.16_00.00.00.png,0
AIA.m2010.12.16_12.00.00.png,0
AIA.m2010.12.17_00.00.00.png,0
AIA.m2010.12.17_12.00.00.png,0
AIA.m2010.12.18_00.00.00.png,0
AIA.m2010.12.18_12.00.00.png,0
AIA.m2010.12.19_00.00.00.png,0
AIA.m2010.12.19_12.00.00.png,0
AIA.m2010.12.20_00.00.00.png,0
AIA.m2010.12.20_12.00.00.png,0
AIA.m2010.12.21_00.00.00.png,0
AIA.m2010.12.21_12.00.00.png,0
AIA.m2010.12.22_00.00.00.png,0
AIA.m2010.12.22_12.00.00.png,0
AIA.m2010.12.23_00.00.00.png,0
AIA.m2010.12.23_12.00.00.png,0
AIA.m2010.12.24_00.00.00.png,0
AIA.m2010.12.24_12.00.00.png,0
AIA.m2010.12.25_00.00.00.png,0
AIA.m2010.12.25_12.00.00.png,0
AIA.m2010.12.26_00.00.00.png,0
AIA.m2010.12.26_12.00.00.png,0
AIA.m2010.12.27_00.00.00.png,0
AIA.m2010.12.27_12.00.00.png,0
AIA.m2010.12.28_00.00.00.png,0
AIA.m2010.12.28_12.00.00.png,0
AIA.m2010.12.29_00.00.00.png,0
AIA.m2010.12.29_12.00.00.png,0
AIA.m2010.12.30_00.00.00.png,0
AIA.m2010.12.30_12.00.00.png,1
AIA.m2010.12.31_00.00.00.png,1
AIA.m2010.12.31_12.00.00.png,0
AIA.m2011.04.01_00.00.00.png,1
AIA.m2011.04.01_12.00.00.png,0
AIA.m2011.04.02_00.00.00.png,0
AIA.m2011.04.02_12.00.00.png,1
AIA.m2011.04.03_00.00.00.png,1
AIA.m2011.04.03_12.00.00.png,0
AIA.m2011.04.04_00.00.00.png,0
AIA.m2011.04.04_12.00.00.png,0
AIA.m2011.04.05_00.00.00.png,0
AIA.m2011.04.05_12.00.00.png,0
AIA.m2011.04.06_00.00.00.png,1
AIA.m2011.04.06_12.00.00.png,1
AIA.m2011.04.07_00.00.00.png,1
AIA.m2011.04.07_12.00.00.png,1
AIA.m2011.04.08_00.00.00.png,0
AIA.m2011.04.08_12.00.00.png,0
AIA.m2011.04.09_00.00.00.png,1
AIA.m2011.04.09_12.00.00.png,1
AIA.m2011.04.10_00.00.00.png,0
AIA.m2011.04.10_12.00.00.png,0
AIA.m2011.04.11_00.00.00.png,1
AIA.m2011.04.11_12.00.00.png,1
AIA.m2011.04.12_00.00.00.png,1
AIA.m2011.04.12_12.00.00.png,1
AIA.m2011.04.13_00.00.00.png,1
AIA.m2011.04.13_12.00.00.png,1
AIA.m2011.04.14_00.00.00.png,1
AIA.m2011.04.14_12.00.00.png,1
AIA.m2011.04.15_00.00.00.png,1
AIA.m2011.04.15_12.00.00.png,1
AIA.m2011.04.16_00.00.00.png,1
AIA.m2011.04.16_12.00.00.png,1
AIA.m2011.04.17_00.00.00.png,1
AIA.m2011.04.18_00.00.00.png,1
AIA.m2011.04.18_12.00.00.png,1
AIA.m2011.04.19_00.00.00.png,1
AIA.m2011.04.19_12.00.00.png,1
AIA.m2011.04.20_00.00.00.png,1
AIA.m2011.04.20_12.00.00.png,1
AIA.m2011.04.21_00.00.00.png,1
AIA.m2011.04.21_12.00.00.png,1
AIA.m2011.04.22_00.00.00.png,1
AIA.m2011.04.22_12.00.00.png,1
AIA.m2011.04.23_00.00.00.png,1
AIA.m2011.04.23_12.00.00.png,1
AIA.m2011.04.24_00.00.00.png,1
AIA.m2011.04.24_12.00.00.png,1
AIA.m2011.04.25_00.00.00.png,0
AIA.m2011.04.25_12.00.00.png,0
AIA.m2011.04.26_00.00.00.png,0
AIA.m2011.04.26_12.00.00.png,1
AIA.m2011.04.27_00.00.00.png,1
AIA.m2011.04.27_12.00.00.png,1
AIA.m2011.04.28_00.00.00.png,1
AIA.m2011.04.28_12.00.00.png,1
AIA.m2011.04.29_00.00.00.png,1
AIA.m2011.04.29_12.00.00.png,1
AIA.m2011.04.30_00.00.00.png,1
AIA.m2011.04.30_12.00.00.png,1
AIA.m2011.05.01_00.00.00.png,1
AIA.m2011.05.01_12.00.00.png,1
AIA.m2011.05.02_00.00.00.png,1
AIA.m2011.05.02_12.00.00.png,1
AIA.m2011.05.03_00.00.00.png,1
AIA.m2011.05.03_12.00.00.png,0
AIA.m2011.05.04_00.00.00.png,0
AIA.m2011.05.04_12.00.00.png,0
AIA.m2011.05.05_00.00.00.png,0
AIA.m2011.05.05_12.00.00.png,0
AIA.m2011.05.06_00.00.00.png,0
AIA.m2011.05.06_12.00.00.png,0
AIA.m2011.05.07_00.00.00.png,0
AIA.m2011.05.07_12.00.00.png,0
AIA.m2011.05.08_00.00.00.png,0
AIA.m2011.05.08_12.00.00.png,1
AIA.m2011.05.09_00.00.00.png,1
AIA.m2011.05.09_12.00.00.png,1
AIA.m2011.05.10_00.00.00.png,0
AIA.m2011.05.10_12.00.00.png,0
AIA.m2011.05.11_00.00.00.png,0
AIA.m2011.05.11_12.00.00.png,0
AIA.m2011.05.12_00.00.00.png,1
AIA.m2011.05.12_12.00.00.png,1
AIA.m2011.05.13_00.00.00.png,0
AIA.m2011.05.13_12.00.00.png,0
AIA.m2011.05.14_00.00.00.png,0
AIA.m2011.05.14_12.00.00.png,0
AIA.m2011.05.15_00.00.00.png,1
AIA.m2011.05.15_12.00.00.png,1
AIA.m2011.05.16_00.00.00.png,0
AIA.m2011.05.16_12.00.00.png,0
AIA.m2011.05.17_00.00.00.png,0
AIA.m2011.05.17_12.00.00.png,0
AIA.m2011.05.18_00.00.00.png,1
AIA.m2011.05.18_12.00.00.png,1
AIA.m2011.05.19_00.00.00.png,0
AIA.m2011.05.19_12.00.00.png,0
AIA.m2011.05.20_00.00.00.png,0
AIA.m2011.05.20_12.00.00.png,0
AIA.m2011.05.21_00.00.00.png,0
AIA.m2011.05.21_12.00.00.png,0
AIA.m2011.05.22_00.00.00.png,0
AIA.m2011.05.22_12.00.00.png,0
AIA.m2011.05.23_00.00.00.png,0
AIA.m2011.05.23_12.00.00.png,0
AIA.m2011.05.24_00.00.00.png,0
AIA.m2011.05.24_12.00.00.png,0
AIA.m2011.05.25_00.00.00.png,1
AIA.m2011.05.25_12.00.00.png,1
AIA.m2011.05.26_00.00.00.png,0
AIA.m2011.05.26_12.00.00.png,0
AIA.m2011.05.27_00.00.00.png,1
AIA.m2011.05.27_12.00.00.png,1
AIA.m2011.05.28_00.00.00.png,1
AIA.m2011.05.28_12.00.00.png,1
AIA.m2011.05.29_00.00.00.png,1
AIA.m2011.05.29_12.00.00.png,1
AIA.m2011.05.30_00.00.00.png,1
AIA.m2011.05.30_12.00.00.png,1
AIA.m2011.05.31_00.00.00.png,1
AIA.m2011.05.31_12.00.00.png,1
